gt_word,ocr_word,word_length,word_cer
has,has,3,0.0
its,ykr,3,1.0
premiere,its,8,0.875
tomorrow,premic,8,1.0
",",u,1,1.0
the,(,3,1.0
director,yoror(ow,8,0.75
",",he,1,2.0
the,yh,3,0.6667
film,hlm,4,0.5
so,so,2,0.0
vividly,oividly,7,0.1429
to,ho,2,0.5
life,ii,4,0.75
.,$e_,1,3.0
in,in,2,0.0
fanny,fanny,5,0.0
",",which,1,5.0
which,,5,1.0
mr.,hl,3,1.0
joshua,.,6,1.0
logan,joshua,5,1.0
",",logan;,1,6.0
attempted,alkmpko,9,0.6667
but,but,3,0.0
failed,failed,6,0.0
to,yo,2,0.5
create,crald,6,0.5
characters,characlers,10,0.1
to,yn,2,1.0
their,`,5,1.0
background,#bqic,10,1.0
",",bacgrund,1,8.0
which,",",5,1.0
bring,which,5,0.8
throughout,mkzodkek,10,0.9
in,^,2,1.0
terms,x,5,1.0
of,krma,2,2.0
the,%,3,1.0
cinema,ak,6,1.0
",",cnema,1,5.0
and,anol,3,0.6667
again,%exn,5,0.8
and,@l,3,1.0
the,wk,3,1.0
director,dmek,8,0.75
",",jz,1,2.0
mr.,_,3,1.0
joshua,pkua,6,0.6667
logan,"rrag""",5,1.0
",",akemple,1,7.0
attempted,ft,9,0.8889
but,zea,3,1.0
failed,,6,1.0
in,1n,2,0.5
fanny,fon~x,5,0.6
",",ukuk,1,4.0
which,ae,5,1.0
also,"k,",4,1.0
has,&,3,1.0
its,prencxe,3,2.3333
premiere,kumstrow,8,0.875
tomorrow,,8,1.0
",",,1,1.0
this,w',4,1.0
is,1,2,1.0
not,mk,3,1.0
a,a,1,0.0
filmed,{lmek~jauy,6,1.3333
play,-,4,1.0
.,m,1,1.0
it,6,2,1.0
has,{enn,3,1.3333
been,cocec,4,1.0
conceived,,9,1.0
background,{ackotound,10,0.3
",",",",1,0.0
which,whd,5,0.6
bring,krnd,5,0.6
the,kr,3,1.0
film,{an,4,1.0
so,rj,2,1.0
vividly,srbsidly,7,0.5714
to,%,2,1.0
life,&2,4,1.0
.,,1,1.0
to,kus,2,1.5
create,oxk,6,1.0
the,m,3,1.0
atmosphere,akapkx,10,0.8
of,%,2,1.0
a,.,1,1.0
city,cks,4,0.75
.,,1,1.0
again,oqa^,5,0.8
it,m,2,1.0
is,a,2,1.0
the,teexal,3,1.3333
visual,ialls,6,0.8333
qualities,o,9,1.0
of,ak,2,1.0
the,ar,3,1.0
story,anall,5,1.0
",",,1,1.0
and,,3,1.0
the,nkmorrar,3,2.6667
marriage,4,8,1.0
of,akcnlul,2,3.5
the,dxacle,3,1.6667
central,/,7,1.0
characters,mex~,10,0.9
to,,2,1.0
their,,5,1.0
joshua,ao+uua,6,0.5
logan,loqon,5,0.4
",",akumpled,1,8.0
attempted,bult,9,0.8889
but,koi,3,1.0
failed,led,6,0.5
to,,2,1.0
create,uelte,6,0.5
the,tl,3,0.6667
atmosphere,atmorpherc,10,0.2
of,of,2,0.0
a,&,1,1.0
city,uly,4,0.75
.,,1,1.0
film,kriem,4,0.75
so,ao,2,0.5
vividly,riilly},7,0.5714
to,to,2,0.0
life,lite,4,0.25
.,in,1,2.0
in,tonny,2,2.0
fanny,klnich,5,1.0
",",qlao,1,4.0
which,,5,1.0
also,,4,1.0
ceived,(li,6,0.8333
throughout,ved,10,1.0
in,#cugfoul,2,4.0
terms,an,5,1.0
of,lem,2,1.5
the,of,3,1.0
cinema,#ne,6,0.6667
",",cinia,1,5.0
and,bnbl,3,1.0
this,tha,4,0.5
is,m,2,1.0
not,not,3,0.0
a,o,1,1.0
filmed,kilmect,6,0.5
play,ploy,4,0.25
.,w,1,1.0
it,km,2,1.0
has,been,3,1.3333
been,con,4,0.75
con-,,4,1.0
characters,chluactuv,10,0.5
to,ho,2,0.5
their,iur,5,0.8
background,bag,10,0.7
",",ouncl,1,5.0
which,kvlith,5,0.8
bring,bring,5,0.0
the,tie,3,0.3333
again,oqcuin,5,0.8
and,and,3,0.0
again,aquin,5,0.4
it,1+,2,1.0
is,^a,2,1.0
the,e,3,0.6667
visual,vi/u,6,0.5
qualities,ll,9,0.8889
of,quabitie,2,4.0
has,hb,3,0.6667
its,ah,3,1.0
premiere,pitmiue,8,0.5
tomorrow,tomontow,8,0.25
",",tl,1,2.0
the,lcectot,3,2.0
director,mp,8,1.0
",",,1,1.0
mr.,,3,1.0
the,thl,3,0.3333
story,mtory,5,0.2
",",ool,1,3.0
and,iae,3,1.0
the,mlrsilge,3,2.3333
marriage,of,8,1.0
of,hie,2,1.5
the,cuh,3,1.0
central,cl,7,0.7143
story,vbrd,5,0.8
",",",",1,0.0
and,and,3,0.0
the,mne,3,0.6667
marriage,mamiaqe,8,0.375
of,ot,2,0.5
the,hhe,3,0.3333
central,centel,7,0.2857
charac-,chaac,7,0.2857
this,jh,4,0.75
is,m,2,1.0
not,not,3,0.0
a,a,1,0.0
filmed,fmed,6,0.3333
play,plad,4,0.25
.,#,1,1.0
it,inzw,2,1.5
has,aeen,3,1.3333
been,conceied,4,1.5
conceived,,9,1.0
throughout,mhroughout,10,0.1
in,un,2,0.5
terms,herm,5,0.4
of,%,2,1.0
the,h,3,0.6667
cinema,anema,6,0.3333
",",and,1,3.0
and,agun,3,1.0
again,,5,1.0
film,#em,4,0.75
so,n0,2,1.0
vividly,nibidly,7,0.2857
to,4,2,1.0
life,life,4,0.0
.,zn,1,2.0
in,fanny,2,2.0
fanny,ahich,5,1.0
",",,1,1.0
which,,5,1.0
create,ckak,6,0.6667
the,me,3,0.6667
atmosphere,atosphene,10,0.2
of,c,2,1.0
a,_,1,1.0
city,ct,4,0.5
.,,1,1.0
also,aho,4,0.5
has,hao,3,0.3333
its,aa,3,1.0
premiere,premiere,8,0.0
tomorrow,aomotton,8,0.5
",",/,1,1.0
the,mhe,3,0.3333
director,disechr,8,0.375
",",,1,1.0
ters,aers,4,0.25
to,4,2,1.0
their,hheir,5,0.2
background,dackgtound,10,0.2
",",",",1,0.0
which,ahich,5,0.2
bring,a+ra,5,1.0
the,mhe,3,0.3333
mr.,k.,3,0.6667
joshua,jothua,6,0.1667
logan,aogan,5,0.2
",",akempld,1,7.0
attempted,aut,9,0.7778
but,fasled,3,2.0
failed,#o,6,1.0
to,,2,1.0
and,and,3,0.0
again,again,5,0.0
it,m,2,1.0
is,&,2,1.0
the,mne,3,0.6667
visual,nisual,6,0.1667
qualities,qualti,9,0.3333
of,%t,2,1.0
the,tne,3,0.3333
the,m,3,1.0
film,tilm,4,0.25
so,jo,2,0.5
vividly,ripidly,7,0.2857
to,ko,2,0.5
life,lte,4,0.5
.,',1,1.0
in,b,2,1.0
fanny,towwt',5,1.2
",",wicl,1,4.0
which,,5,1.0
and,gvd,3,0.6667
again,agouiv,5,0.6
and,quol,3,1.3333
again,agun,5,0.4
it,i,2,0.5
is,i,2,0.5
the,hu,3,0.6667
visual,inaal,6,0.5
qualities,quegleq,9,0.6667
also,al1o,4,0.25
has,bao,3,0.6667
its,ib,3,0.6667
premiere,premiene,8,0.125
tomorrow,jonv,8,0.875
",",vvowu,1,5.0
the,hhe,3,0.3333
director,ouj-eckoy,8,0.75
",",,1,1.0
ceived,ceveol,6,0.5
throughout,threuqhout,10,0.2
in,in,2,0.0
terms,kerma,5,0.4
of,%,2,1.0
the,mie,3,0.6667
cinema,liiuemnes,6,1.0
",",(,1,1.0
create,oreale,6,0.3333
the,mu,3,1.0
atmosphere,almoaple,10,0.5
of,0k,2,1.0
a,0,1,1.0
city,&ky,4,0.75
.,,1,1.0
of,c},2,1.0
the,ai,3,1.0
story,aoik,5,0.8
",",onol,1,4.0
and,mc,3,1.0
the,momria,3,2.0
marriage,&e,8,0.875
of,0t,2,1.0
the,ahe,3,0.3333
central,cenhal,7,0.2857
characters,clovocleta,10,0.7
to,ko,2,0.5
their,thewv,5,0.4
background,bockaomnoli,10,0.7
",",wicla,1,5.0
which,jrinq,5,0.8
bring,,5,1.0
this,tln,4,0.75
is,1,2,1.0
not,nof,3,0.3333
a,a,1,0.0
filmed,ibneol,6,0.8333
play,plvk`,4,0.75
.,u,1,1.0
it,baa,2,1.5
has,beex,3,1.3333
been,coz,4,1.0
con-,,4,1.0
mr.,"hr,",3,0.6667
joshua,yosbuua,6,0.5
logan,loior,5,0.6
",",!,1,1.0
attempted,alkpkol,9,0.7778
but,bud,3,0.3333
failed,{aslel,6,0.5
to,ko,2,0.5
the,4ke,3,0.6667
director,direclor,8,0.125
",",2,1,1.0
mr.,l,3,1.0
joshua,ksha,6,0.5
logan,(),5,1.0
",",",",1,0.0
attempted,allampler,9,0.5556
a,cly,1,3.0
city,,4,1.0
.,,1,1.0
fanny,tamu,5,0.8
",",lhich,1,5.0
which,alo,5,1.0
also,hce,4,1.0
has,hs,3,0.3333
its,pemiee,3,1.6667
premiere,tcmorrel),8,0.875
tomorrow,,8,1.0
",",,1,1.0
of,sq,2,1.0
the,4he,3,0.3333
story,acy,5,0.8
",",and,1,3.0
and,4,3,1.0
the,on,3,1.0
marriage,rf,8,0.875
of,&',2,1.0
the,4he,3,0.3333
which,lahich,5,0.4
bring,bin,5,0.4
the,4e,3,0.6667
film,flm,4,0.25
so,so,2,0.0
vividly,diuig,7,0.7143
to,dl,2,1.0
life,4,4,1.0
.,iile:,1,5.0
in,,2,1.0
but,hy},3,1.0
failed,gailea,6,0.3333
to,+,2,1.0
create,aeale,6,0.5
the,4he,3,0.3333
atmosphere,clmcephae,10,0.6
of,c1,2,1.0
this,ihs,4,0.5
is,15,2,1.0
not,mst,3,0.6667
a,c,1,1.0
filmed,(ikea,6,0.6667
play,4ky,4,0.75
.,04,1,2.0
it,hc,2,1.0
has,bz,3,1.0
been,ccrcei,4,1.25
concei-,,7,1.0
ved,qed,3,0.3333
throughout,#hreugha,10,0.5
in,t,2,1.0
terms,'1,5,1.0
of,lerm_,2,2.5
the,3l,3,1.0
cinema,jhe,6,0.8333
",",cnema,1,5.0
and,ain,3,0.6667
again,agsin,5,0.2
and,@,3,1.0
again,@c1n,5,0.8
it,is,2,0.5
is,+,2,1.0
the,oisl1l,3,2.0
visual,halli,6,1.0
qualities,,9,1.0
central,cenkal,7,0.2857
characters,characctes,10,0.2
to,+,2,1.0
their,jr,5,0.8
background,bdacund,10,0.5
",",,1,1.0
and,and,3,0.0
wet,wet,3,0.0
pavements,parements,9,0.1111
",",",",1,0.0
the,the,3,0.0
school,school,6,0.0
play-grounds,play,12,0.6667
",",-,1,1.0
a,0,1,1.0
town,town,4,0.0
in,in,2,0.0
the,+he,3,0.3333
industrial,industiel,10,0.2
north,north,5,0.0
of,o,2,0.5
england,englnd,7,0.1429
the,the_public,3,2.3333
public,monuments,6,1.3333
monuments,andl,9,0.8889
and,#he,3,1.0
the,rubbish,3,2.3333
rubbish,,7,1.0
in,in,2,0.0
the,thechurchyprd,3,3.3333
churchyard,",",10,1.0
",",1,1,1.0
"""",ii,1,2.0
sacred,facted,6,0.3333
to,to,2,0.0
the,#be,3,0.6667
memory,memory,6,0.0
of,%,2,1.0
"""",i,1,1.0
-,,1,1.0
are,ate,3,0.3333
seen,seen,4,0.0
as,as,2,0.0
an,an,2,0.0
integral,integral,8,0.0
part,pat,4,0.25
of,ep,2,1.0
the,hhe,3,0.3333
story,jlry-,5,0.8
.,,1,1.0
in,in,2,0.0
a,a,1,0.0
taste,faste,5,0.2
of,%,2,1.0
honey,honey,5,0.0
mr.,mu,3,0.6667
richardson,.,10,1.0
has,echadson,3,1.6667
taken,has,5,0.8
strewn,stewn,6,0.1667
canals,canals,6,0.0
-,7,1,1.0
even,even,4,0.0
the,#he,3,0.3333
worn,lorn,4,0.25
head-stones,head,11,0.6364
and,and,3,0.0
has,has,3,0.0
made,made,4,0.0
it,i+,2,0.5
live,live,4,0.0
.,the,1,3.0
the,shabby,3,1.6667
shabby,streets,6,1.0
streets,,7,1.0
integral,ikgral,8,0.375
part,fact,4,0.5
of,of,2,0.0
the,yh,3,0.6667
story,slory,5,0.2
.,,1,1.0
"""",sockd,1,5.0
sacred,jo,6,1.0
to,4he,2,1.5
the,mem,3,1.0
memory,ory,6,0.5
of,of,2,0.0
"""","""",1,0.0
-,aie,1,3.0
are,sqen,3,1.0
seen,as,4,1.0
as,an,2,0.5
an,,2,1.0
wet,uet,3,0.3333
pavements,pauemets,9,0.2222
",",yno,1,3.0
the,sdcol,3,1.6667
school,play-,6,1.0
play-grounds,grands,12,0.5833
",",ihe,1,3.0
the,,3,1.0
public,public,6,0.0
monuments,mouments,9,0.1111
and,and,3,0.0
the,yhc,3,0.6667
rubbish,rubbish,7,0.0
strewn,str,6,0.5
canals,qwn,6,0.8333
-,(anals,1,6.0
in,in,2,0.0
a,0,1,1.0
taste,task,5,0.4
of,of,2,0.0
honey,honey,5,0.0
mr.,hc.,3,0.6667
richardson,(ichardson,10,0.1
has,ios,3,0.6667
even,zkn,4,0.75
the,yhl,3,0.6667
worn,wocn,4,0.25
head-stones,had-slones,11,0.1818
in,in,2,0.0
the,ho,3,0.6667
churchyard,"chucchyard,",10,0.2
",",,1,1.0
taken,taken,5,0.0
a,a,1,0.0
town,4oun,4,0.5
in,in,2,0.0
the,ihe,3,0.3333
industrial,induskial,10,0.2
north,uorlh,5,0.4
of,of,2,0.0
england,england,7,0.0
and,and,3,0.0
has,has,3,0.0
made,iade,4,0.25
it,it,2,0.0
live,liue,4,0.25
.,.,1,0.0
the,the,3,0.0
shabby,shabby,6,0.0
streets,skets,7,0.4286
and,and,3,0.0
the,mu,3,1.0
rubbish,ouk6il,7,0.7143
strewn,cmnn,6,0.8333
canals,czalh,6,0.5
-,eurn,1,4.0
even,mk,4,1.0
the,wevn,3,1.3333
worn,,4,1.0
the,m,3,1.0
story,nors,5,0.6
.,,1,1.0
in,l,2,1.0
a,6,1,1.0
taste,trk,5,0.8
of,&,2,1.0
honey,(wd,5,1.0
mr.,j,3,1.0
richardson,.,10,1.0
has,pck-dnar,3,2.3333
taken,kskasken,5,0.8
a,,1,1.0
head-stones,kad,11,0.8182
in,_,2,1.0
the,eunn,3,1.3333
churchyard,in,10,1.0
",",m,1,1.0
"""",chrrhatvl,1,9.0
sacred,7,6,1.0
to,(,2,1.0
the,mctcd,3,1.3333
the,mu,3,1.0
school,nkzol_pley,6,1.3333
play-grounds,@reink,12,0.8333
",",a,1,1.0
the,pull,3,1.3333
public,temsmrh,6,1.1667
monuments,on,9,0.7778
and,,3,1.0
town,kn,4,0.75
in,m,2,1.0
the,kk,3,1.0
industrial,andaaksal,10,0.6
north,x,5,1.0
of,ut,2,1.0
england,ik,7,1.0
and,4,3,1.0
memory,mmrri,6,0.5
of,&,2,1.0
"""",cr,1,2.0
-,&,1,1.0
are,neul,3,1.3333
seen,6,4,1.0
as,a~,2,0.5
an,~nhere,2,2.5
integral,tevk,8,0.75
part,c,4,1.0
of,,2,1.0
has,ko,3,1.0
made,mac,4,0.5
it,%,2,1.0
live,g,4,1.0
.,t,1,1.0
the,jla,3,1.0
shabby,cwl,6,1.0
streets,and,7,1.0
and,bh_,3,1.0
wet,tavemnen/,3,2.6667
pavements,,9,1.0
",",,1,1.0
churchyard,cluuchyacl_,10,0.5
",",aacred,1,6.0
"""",to,1,2.0
sacred,he,6,0.8333
to,meeiy,2,2.5
the,,3,1.0
memory,,6,1.0
of,,2,1.0
"""",,1,1.0
canals,laala,6,0.5
-,lven,1,4.0
even,ke,4,0.75
the,worh,3,1.3333
worn,aneao,4,1.25
head-stones,akova,11,0.8182
in,an,2,0.5
the,tle,3,0.3333
a,ol,1,2.0
town,vojon,4,0.75
in,ah,2,1.0
the,yle,3,0.6667
industrial,indlutial,10,0.3
north,north,5,0.0
of,of,2,0.0
england,enqyand,7,0.2857
-,~,1,1.0
are,cuc,3,1.0
seen,neen,4,0.25
as,oa,2,1.0
an,un,2,0.5
integral,anlqfal,8,0.625
part,port,4,0.25
of,6,2,1.0
the,#a,3,1.0
and,oudl,3,1.0
has,hla,3,0.6667
made,made,4,0.0
it,at,2,0.5
live,dive,4,0.25
.,.,1,0.0
the,tl,3,0.6667
shabby,ahabby,6,0.1667
streets,aheeh,7,0.7143
in,i,2,0.5
a,4,1,1.0
taste,ton,5,0.8
of,of,2,0.0
honey,honuj,5,0.4
mr.,mk,3,0.6667
richardson,zithosdaon,10,0.5
has,anoa,3,1.3333
taken,foken,5,0.4
story,mo,5,0.8
.,.,1,0.0
and,din,3,1.0
wet,ol,3,1.0
pavements,wct,9,0.8889
",",povcmeh,1,7.0
the,te,3,0.3333
school,achool,6,0.1667
play-grounds,p2oy,12,0.8333
",",~qounda,1,7.0
the,ie,3,0.6667
public,pubuc,6,0.3333
monuments,moweh,9,0.6667
and,ond,3,0.3333
the,hne,3,0.6667
rubbish,cubbiab,7,0.4286
strewn,akewh,6,0.6667
in,j,2,1.0
a,a,1,0.0
taste,tek,5,0.8
of,%,2,1.0
honey,toney,5,0.2
mr.,jur,3,1.0
richardson,.,10,1.0
has,rcharlaan,3,2.3333
the,hhe,3,0.3333
rubbish,mbfih,7,0.5714
strewn,ahrenn,6,0.5
canals,canala,6,0.1667
-,~,1,1.0
even,eucn,4,0.5
the,hhe,3,0.3333
play-grounds,plad,12,0.6667
",",arouncla,1,8.0
the,1,3,1.0
public,me,6,1.0
monuments,pu6ez,9,0.7778
and,monumnh,3,2.0
england,urqand,7,0.5714
and,and,3,0.0
has,ma,3,0.6667
made,made,4,0.0
it,i4,2,0.5
live,live,4,0.0
.,the,1,3.0
the,mabod,3,1.6667
shabby,,6,1.0
worn,notn,4,0.5
head-stones,head-ones,11,0.1818
in,sn,2,0.5
the,#e,3,0.6667
churchyard,churchden,10,0.4
",",0,1,1.0
"""","""acred",1,5.0
sacred,,6,1.0
streets,aeeh,7,0.7143
and,and,3,0.0
wet,net,3,0.3333
pavements,pavenent,9,0.2222
",",mhe,1,3.0
the,achaol,3,1.6667
school,,6,1.0
taken,aaken,5,0.2
a,a,1,0.0
town,tonn,4,0.25
in,in,2,0.0
the,mhe,3,0.3333
industrial,induhia,10,0.4
north,(,5,1.0
of,not,2,1.0
to,1,2,1.0
the,@he,3,0.3333
memory,memoly,6,0.1667
of,%,2,1.0
"""",~,1,1.0
-,"""ae",1,3.0
are,aeen,3,0.6667
seen,n,4,0.75
as,en,2,1.0
an,,2,1.0
integral,nkaral,8,0.5
part,patt,4,0.25
of,%,2,1.0
the,mhne,3,0.6667
story,zbrd,5,0.8
.,,1,1.0
grounds,rolrda,7,0.5714
",",he,1,2.0
the,puklc,3,1.6667
public,mouumeul,6,1.1667
monuments,cunel,9,0.7778
and,aic,3,0.6667
the,,3,1.0
england,enqlool,7,0.5714
and,_,3,1.0
has,oudl,3,1.3333
made,inoa,4,1.0
it,madle,2,2.5
live,i,4,0.75
.,late.,1,4.0
the,the,3,0.0
shabby,anolbyl,6,0.8333
streets,meeh,7,0.7143
and,om0l,3,1.3333
wet,wek,3,0.3333
pavements,pvemenxk,9,0.3333
",",1m,1,2.0
the,achoe,3,1.0
school,€,6,1.0
play-,pploy,5,0.6
in,n,2,0.5
a,4,1,1.0
taste,taske,5,0.2
of,o,2,0.5
honey,lbnex,5,0.6
mr.,mr,3,0.3333
richardson,.,10,1.0
has,keborobo,3,2.6667
rubbish,ubbim,7,0.4286
strewn,mewn,6,0.5
canals,oolnala,6,0.6667
-,-_euen,1,5.0
even,mhie,4,1.0
the,wbt,3,1.0
worn,,4,1.0
the,the,3,0.0
memory,menork,6,0.3333
of,6,2,1.0
"""",w,1,1.0
-,ate,1,3.0
are,aeeu,3,0.6667
seen,ouo,4,1.0
as,ola^,2,1.5
an,ihkegral,2,3.5
integral,,8,1.0
taken,aekon,5,0.6
a,0,1,1.0
town,hown,4,0.25
in,m,2,1.0
the,mu,3,1.0
industrial,iudlusbal,10,0.5
north,novka,5,0.6
of,0,2,1.0
head-stones,ineod,11,0.9091
in,~,2,1.0
the,aoua,3,1.3333
churchyard,l,10,1.0
",",hue,1,3.0
"""",cbuehyowvol,1,11.0
sacred,",",6,1.0
to,m,2,1.0
part,iur,4,0.75
of,/,2,1.0
the,0},3,1.0
story,ah,5,1.0
.,sorrk,1,5.0
play-grounds,phy-grolnab,12,0.4167
",",),1,1.0
the,je,3,0.6667
public,pblic,6,0.1667
monuments,oolients,9,0.4444
and,cd,3,0.6667
head-stones,head,11,0.6364
in,ac,2,1.0
the,1n,3,1.0
churchyard,the,10,0.9
",",churchyara,1,10.0
"""",scred,1,5.0
sacred,,6,1.0
to,,2,1.0
gral,aal,4,0.5
part,pry,4,0.5
of,at,2,1.0
the,42,3,1.0
story,slcry,5,0.4
.,,1,1.0
streets,strecs,7,0.2857
and,an,3,0.3333
wet,ket,3,0.3333
pavements,tu2n,9,0.8889
",",nls_,1,4.0
the,>,3,1.0
school,4e,6,1.0
the,rbbh,3,1.3333
rubbish,gte,7,1.0
strewn,ccinal,6,1.0
canals,lcoxo,6,1.0
-,,1,1.0
even,,4,1.0
the,,3,1.0
worn,,4,1.0
the,t,3,0.6667
memory,c,6,1.0
of,1,2,1.0
"""",a},1,2.0
-,ake,1,3.0
are,ceen,3,1.0
seen,0,4,1.0
as,@,2,1.0
an,inle,2,1.5
inte-,,5,1.0
taken,aave?,5,0.6
a,jccn,1,4.0
town,'in,4,0.75
in,#e,2,1.0
the,nduatcial,3,2.6667
industrial,uertb,10,0.8
north,<,5,1.0
of,,2,1.0
in,h,2,1.0
a,(,1,1.0
taste,tasle,5,0.2
of,&,2,1.0
honey,honey,5,0.0
mr.,lk,3,1.0
richardson,^rchrcecn,10,0.6
has,hs,3,0.3333
england,engkd,7,0.4286
and,ad,3,0.3333
has,has,3,0.0
made,mk,4,0.75
it,`4,2,1.0
live,lice:,4,0.5
.,te,1,2.0
the,cbby,3,1.3333
shabby,,6,1.0
girl,girl,4,0.0
lives,lurs,5,0.6
in,in,2,0.0
a,0,1,1.0
single,single,6,0.0
dingy,dlings,5,0.4
room,coom,4,0.25
with,wixn,4,0.5
surroundings,sffoundlings,12,0.3333
she,she,3,0.0
learns,(earns,6,0.1667
sex,se,3,0.3333
is,x,2,1.0
something,is,9,0.8889
first,fcst,5,0.4
time,hme,4,0.5
herself,herself,7,0.0
it,it,2,0.0
is,is,2,0.0
incoherently,incobecently,12,0.1667
",",clumsily,1,8.0
clumsily,,8,1.0
",",,1,1.0
but,but,3,0.0
half,half,4,0.0
inquisitively,inquci,13,0.6154
.,hvely-,1,6.0
as,os,2,0.5
is,1s,2,0.5
the,te,3,0.3333
case,case,4,0.0
in,in,2,0.0
fanny,fanny,5,0.0
intense,inlense,7,0.1429
realism,rqalism,7,0.1429
in,jn,2,0.5
the,ye,3,0.6667
situation,siuaho,9,0.4444
.,(,1,1.0
a,ydung,1,5.0
young,,5,1.0
to,lo,2,0.5
bear,ba(,4,0.5
his,his,3,0.0
child,chila,5,0.2
and,and,3,0.0
sails,salls,5,0.2
away,away,4,0.0
.,,1,1.0
her,he(,3,0.3333
slatternly,slal,10,0.6
",",eonly,1,5.0
promiscuous,pcomiscuous,11,0.0909
mother,mothe,6,0.1667
.,in,1,2.0
in,such,2,2.0
such,,4,1.0
her,he(,3,0.3333
first,hct,5,0.8
lover,(oblc,5,0.8
is,(s,2,0.5
a,0,1,1.0
sailor,salod,6,0.3333
who,cho,3,0.3333
leaves,lpaurs,6,0.5
her,he,3,0.3333
but,but,3,0.0
there,iece,5,0.6
is,is,2,0.0
heart,kact,5,0.6
in,in,2,0.0
the,i,3,1.0
telling,4elling,7,0.1429
",",and,1,3.0
and,mh,3,1.0
an,,2,1.0
sordid,sordid,6,0.0
",",and,1,3.0
and,when,3,1.3333
when,she,4,0.5
she,ex(enenes,3,2.6667
experiences,14,11,1.0
it,for,2,1.5
for,yhe,3,1.0
the,,3,1.0
first,e,5,1.0
lover,ovcr,5,0.4
is,0,2,1.0
a,&,1,1.0
sailor,jaly,6,0.6667
who,tnk,3,1.0
leaves,dauxta,6,1.0
her,re,3,0.6667
to,k,2,1.0
bear,rar,4,0.5
his,k,3,1.0
child,cbck,5,0.8
and,aeel,3,1.0
sails,aaul,5,0.6
away,cuceq,4,1.25
.,,1,1.0
but,ka,3,1.0
there,akn,5,1.0
is,&,2,1.0
heart,lak,5,0.8
in,_,2,1.0
the,aa,3,1.0
telling,klkyd,7,0.8571
",",and,1,3.0
and,ol,3,1.0
an,ehr,2,1.5
intense,,7,1.0
a,ou,1,2.0
single,?n7k,6,0.8333
dingy,~vxr,5,1.0
room,dnq,4,1.0
with,nutm^,4,1.0
her,wvta,3,1.3333
slatternly,&t,10,0.9
",",~lafernla,1,9.0
realism,tealr,7,0.5714
in,1,2,1.0
the,m,3,1.0
situation,uluuke,9,0.8889
.,c,1,1.0
a,gwry,1,4.0
young,%c+0,5,1.0
girl,quca,4,1.0
lives,lu1,5,0.8
in,,2,1.0
half,kalt,4,0.5
inquisitively,mqckveks,13,0.7692
.,`,1,1.0
as,6b,2,1.0
is,&,2,1.0
the,ma,3,1.0
case,cac,4,0.5
in,lu,2,1.0
fanny,(lanr,5,0.8
her,ex,3,0.6667
learns,lanw,6,0.5
sex,nex,3,0.3333
is,.,2,1.0
something,~mlkrt,9,0.8889
sordid,aarehl,6,0.8333
",",enc,1,3.0
and,wksn,3,1.3333
when,24,4,1.0
she,,3,1.0
promiscuous,premrcuow,11,0.4545
mother,ur{ks,6,1.0
.,z,1,1.0
in,ach,2,1.5
such,~urrvunchrr,4,2.0
surroundings,rk,12,0.9167
she,,3,1.0
is,u,2,1.0
incoherently,melenlly,12,0.5833
",",_,1,1.0
clumsily,clmcla,8,0.5
",",g,1,1.0
but,kalf,3,1.3333
half,~kyly,4,1.0
shyly,&nd,5,1.0
and,,3,1.0
experiences,eprienc,11,0.3636
it,2,2,1.0
for,#,3,1.0
the,fx,3,1.0
first,am,5,1.0
time,{rsk,4,1.0
herself,am,7,1.0
it,krul},2,2.5
shyly,ahyey,5,0.4
and,ouol,3,1.3333
half,hoe,4,0.75
inquisitively,anquiaitiucly,13,0.3077
.,an,1,2.0
as,^n,2,1.0
is,xne,2,1.5
the,caae,3,1.0
case,,4,1.0
in,,2,1.0
herself,helf,7,0.4286
it,at,2,0.5
is,ia,2,0.5
incoherently,cohuent?y,12,0.4167
",",clurnly,1,7.0
clumsily,buf,8,0.875
",",anol,1,4.0
but,,3,1.0
half,,4,1.0
slatternly,nanernly,10,0.4
",",promcuou,1,8.0
promiscuous,mblau,11,0.8182
mother,i,6,1.0
.,ach,1,3.0
in,,2,1.0
such,,4,1.0
but,but,3,0.0
there,kue,5,0.8
is,o,2,1.0
heart,iclur,5,1.0
in,an,2,0.5
the,te,3,0.3333
telling,fewbwq,7,0.8571
",",oa,1,2.0
and,oin,3,1.0
an,,2,1.0
girl,bire,4,0.5
lives,litta,5,0.6
in,an,2,0.5
a,@,1,1.0
single,mngze,6,0.5
dingy,qunqu,5,0.8
room,coom,4,0.25
with,anka,4,1.0
her,ll,3,1.0
fanny,fonny,5,0.2
her,xnu,3,1.0
first,hm,5,1.0
lover,rovet,5,0.4
is,a,2,1.0
a,q,1,1.0
sailor,alulot,6,0.6667
who,asho,3,0.6667
leaves,aeovta,6,0.6667
intense,anleae,7,0.5714
realism,kelliam,7,0.4286
in,an,2,0.5
the,tl,3,0.6667
situation,mluanob,9,0.6667
.,a,1,1.0
a,yownq,1,5.0
young,,5,1.0
and,od,3,0.6667
when,huin,4,0.75
she,h,3,0.6667
experiences,mne,11,0.8182
it,expenmce,2,4.0
for,ak,3,1.0
the,{6t,3,1.0
first,tl,5,1.0
time,kr,4,1.0
her,iwu,3,1.0
to,to,2,0.0
bear,belu,4,0.5
his,muia,3,1.0
child,duld,5,0.6
and,owol,3,1.3333
sails,(lula,5,0.8
away,qway,4,0.25
