index,ground_truth,ocr_output,cer
2502,"could despite my low rank . "" Eichmann is on dangerous ground","could despite my low rank . "" Eichmann is on dangerous ground",0.0
2503,intimate knowledge of every link in the chain of command that,intimate knowledge of every link in the chain of command that,0.0
2504,at the apex . In examination he betrayed an expert and,at the apex . In examination he betrayed an expert and,0.0
2505,"of the triangle that led to Hitler , Himmler , Hess and Goering","of the triangle that led to Hitler , Himmler , Hess and Goering",0.0
2506,meticulous comprehension that could only have come from a man,meticulous comprehension that could only have come from a man,0.0
2507,selves and feel a sense of righteousness when their hands are,selves and feel a sense of righteousness when their hands are,0.0
2508,who used the system - and used it with power and authority .,who used the system - and used it with power and authority .,0.0
2509,The appalling thing about the Germans is that they can kid them-,the appalling thing about the Germans is that they can kid them-,0.0156
2510,He understood the whole apparatus with an exact and,the understood the whole apparatus with an exact and,0.0392
2511,red with blood .,red with blood .,0.0
2512,"believed in the moral superiority of "" The New","believed in the moral superiority of "" The New",0.0
2513,they really believed Hitler when he screamed at,they really believed Hitler when he screamed at,0.0
2514,"Czechoslovakia , Poland , Holland , Belgium and France","Czechoslovakia , Poland , Holland , Belgium and France",0.0
2515,was an iniquitous injustice . When they burst into,was an iniquitous injustice . When they burst into,0.0
2516,"thus : "" Whether nations live in prosperity or starve","thus : "" Whether nations live in prosperity or starve",0.0
2517,need them as slaves to # our Kultur ; otherwise,need them as slaves to # our Kultur ; otherwise,0.0
2518,to death like cattle interests me only in so far as we,to death like cattle interests me only in so far as we,0.0
2519,it is of no interest to me .,it is of no interest to me .,0.0
2520,They really believed that the Treaty of Versailles,They really believed that the Treaty of Versailles,0.0
2521,"Order "" which Himmler on October 4 , 1943 , expressed","Order "" which Himmler on October 4 , 1943 , expressed",0.0
2522,"them that they were being "" encircled . "" They really","them that they were being "" encircled . "" They really",0.0
2523,"invasion of our islands all the "" able-bodied","invasion of our islands all the "" able-bodied",0.0
2524,General Brauchitsch signed a directive,General Brauchitsch signed a directive,0.0
2525,This concept of slavery included Britain .,This concept of slavery included Britain .,0.0
2526,"Continent . "" The Baltic States were","Continent . "" The Baltic States were",0.0
2527,"ruling , be interned and dispatched to the","ruling , be interned and dispatched to the",0.0
2528,local situation calls for an exceptional,local situation calls for an exceptional,0.0
2529,ordering that after the successful,ordering that after the successful,0.0
2530,"seventeen and forty-five will , unless the","seventeen and forty-five will , unless the",0.0
2531,to have been our destination .,to have been our destination .,0.0
2532,male population between the ages of,male population between the ages of,0.0
2533,"Poland , had the Germans begun with such a","Poland , had the Germans begun with such a",0.0
2534,evil word . THE Inland Revenue people have a,evil word . THE Inland Revenue people have a,0.0
2535,themselves less disliked by their attitude,themselves less disliked by their attitude,0.0
2536,to their customers - who incidentally,to their customers - who incidentally,0.0
2537,of Eichmann would have been as good as their,of Eichmann would have been as good as their,0.0
2538,"In no other conquered country , not even","In no other conquered country , not even",0.0
2539,thankless task . But they do not make,thankless task . But they do not make,0.0
2540,pay their salaries .,pay their salaries .,0.0
2541,drastic step . There is no doubt that the compatriots,drastic step . There is no doubt that the compatriots,0.0
2542,heard a good example of their officious efficiency .,heard a good example of their officious efficiency .,0.0
2543,"hectoring , out-of-date language , but in spite of all","hectoring , out-of-date language , but in spite of all",0.0
2544,net while they are bullying the minnows . I have just,net while they are bullying the minnows . I have just,0.0
2545,a bean for the next twenty-one days .,a bean for the next twenty-one days .,0.0
2546,A young chap I know got his first job last week . He,A young chap I know got his first job last week . He,0.0
2547,"their bluster , they let many a big fish through the","their bluster , they let many a big fish through the",0.0
2548,is paid monthly in arrears and will not get,is paid monthly in arrears and will not get,0.0
2549,Their demands are invariably couched in,Their demands are invariably couched in,0.0
2550,"of "" Abou Ben Adhem . ""","of "" Abou Ben Adhem . """,0.0
2551,come through the sugary sentiments,come through the sugary sentiments,0.0
2552,upbringing and a possible reprieve might,upbringing and a possible reprieve might,0.0
2553,ness . I may well have felt that I was,ness . I may well have felt that I was,0.0
2554,guilty interest in the devilment busi-,guilty interest in the devilment busi-,0.0
2555,"It was called "" Abou Ben Adhem and the","It was called "" Abou Ben Adhem and the",0.0
2556,"flection , it might be that I took a","flection , it might be that I took a",0.0
2557,hell-bound under a strict Presbyterian,hell-bound under a strict Presbyterian,0.0
2558,"impressed with this poem but , on re-","impressed with this poem but , on re-",0.0
2559,"Angel . "" I don't know why I was so","Angel . "" I don't know why I was so",0.0
2560,"of German rearmament , in opposition , to France . ""","of German rearmament , in opposition , to France . """,0.0
2561,Later that year he warned that Britain knew,Later that year he warned that Britain knew,0.0
2562,"building bombers , and added :","building bombers , and added :",0.0
2563,the German ambassador in London was dictating,the German ambassador in London was dictating,0.0
2564,"SOME 17 years ago , in the early summer of 1934 ,","SOME 17 years ago , in the early summer of 1934 ,",0.0
2565,"a secret report to his chief von Papen , in Berlin .","a secret report to his chief von Papen , in Berlin .",0.0
2566,Germany was breaking the agreement to stop,Germany was breaking the agreement to stop,0.0
2567,""" Britain is uncomfortable in her role of champion",""" Britain is uncomfortable in her role of champion",0.0
2568,providing the cloak for Germany to build an,providing the cloak for Germany to build an,0.0
2569,"Hoesch's reports , along with other nazi documents ,","Hoesch's reports , along with other nazi documents ,",0.0
2570,"clear . At nazi Germany's request , Britain was","clear . At nazi Germany's request , Britain was",0.0
2571,"ment in the air would be jeopardised . "" When","ment in the air would be jeopardised . "" When",0.0
2572,""" Without Britain's tolerance German rearma-",""" Without Britain's tolerance German rearma-",0.0
2573,pattern of British Government connivance became,pattern of British Government connivance became,0.0
2574,air force bigger than that of France .,air force bigger than that of France .,0.0
2575,were captured and published after the war the,were captured and published after the war the,0.0
2576,"Yesterday West German Defence Minister ,","Yesterday West German Defence Minister ,",0.0
2577,"United States' principal Nato ally . ""","United States' principal Nato ally . """,0.0
2578,"the "" strongest militarily in Europe and the","the "" strongest militarily in Europe and the",0.0
2579,militarists are advancing their rearmament .,militarists are advancing their rearmament .,0.0
2580,that his policy was to make his country,that his policy was to make his country,0.0
2581,"are another stage in the cloak operation ,","are another stage in the cloak operation ,",0.0
2582,Herr Strauss told the Daily Mail last October,Herr Strauss told the Daily Mail last October,0.0
2583,"1961 variety , by which the West German","1961 variety , by which the West German",0.0
