index,ground_truth,ocr_output,cer
2422,interested only in dead subjects . Now Cambridge has,titted ony lu dial feb jocks row uwhidge has,0.4615
2423,people believed that there were no more worlds to,poll Leki thot Hue Wee fio Mou watls to,0.4898
2424,conquer .,orga,0.7778
2425,At the beginning of this wonderful century many,M te Apietaing of Hus a Cts eat,0.6383
2426,The other incident occurred in the boat-train from Cherbourg,lhe chow wncitleart occceure tin He O00tf -hirds fran Lerbons,0.5667
2427,"took out a piece of paper , wrote his address on it and added :","fook out a priece of poy2e, wtoke Ls adlehress Cnt ih aud adblect:",0.3492
2428,""" Anybody mucking the Yanks about had better call on me",Lung booty neckihy Hot Yaris atad Lad belhy CAG aire,0.6
2429,"first . I won't stand for it . "" Exit a puzzled American .",prt. Lworr? daud for 0° Exh a fyple har’ 7(aen,0.6034
2430,"Nobody 's going to shove 2ole Uncle Sam around ! "" He then","Novooly's qos fo shove 2ol, Unc Saws Qroceol'!” Ht Mitr",0.4655
2431,to Paris .,fo bys .,0.5
2432,"been in Britain many times before , were",,1.0
2433,The travellers from the New World who had,Us trolls from He Mew Nortd arhe Aad,0.4146
2434,"out of unturned stones . """,,1.0
2435,"many a good trade unionist since then has , in the",,1.0
2436,"we knew it all , but you Britishers never run",,1.0
2437,the theoretical Luddite hammer again .,,1.0
2438,"darndest , I offer these sad complexities . IN the 1830's",Parndet + offer Here tac complesilicr IN He 1820‘,0.3684
2439,"hope of improving the lot of his fellow workers , taken","Aape of dmproyaig the Lot of tee fellow vrorkere , taken",0.2364
2440,"To the British Travel Association , doing their excellent","bo He Erk Trevel Qnecielion ) Are, Meir oxcellyS",0.4912
2441,the Luddites took sledge-hammers to their looms and,fhe huddiber foot Hhedye-faumerr tr ther loons aud,0.3137
2442,"slightly stunned . Afterwards they said : "" We thought",,1.0
2443,in Los Angeles . They have developed a new,L ] . Smples “T Awy hacen ee a here,0.619
2444,the stop-watch manufacturing methods that,"tne strp -veeteclh, manunfactor we wmethsts thot",0.439
2445,system whereby completely untrained workers,System ve Aone by esmpletely umtrgjres Woucens,0.4419
2446,can be taught their trade by means of tape,Com fe tuupht fein trode By means of tupe,0.2857
2447,have # led to restrictive practices . Now a new,"Kaye Les Qed hs rashu ive precdhces, Now 0 vey",0.4681
2448,Hence the hostility to automation and,Hence (he hsshiti ty Ls entmutorn aud,0.3784
2449,threat to those who toil and spin has been,Wirgadk de deheste. virlee tek. sok Sain dae Mee,0.7143
2450,recordings and television .,Recerdwpt amd Tehvids ow,0.5556
2451,developed by a firm specialising in electronics,Swvelsped by a Prom Specialising iy eleckumics,0.2553
2452,What happens is that the unskilled worker,XI koh Lcotues is at Mee unsettled woreer,0.4878
2453,set of skilled manufacturing processes in one,Sock ot sri dled Porte cAurivep PRSCESSES TH One,0.6667
2454,Not only can the raw human mind be,,1.0
2455,"audio-TV training techniques , he can be switched",pecaha ct we treiniup techniques : .. con Se Se jteled,0.5102
2456,"explanatory TV pictures , into becoming a highly","o 1 Blamectery wv Rictunes, wre becoming a IripAty",0.4792
2457,instructions on how to do the job coupled with,"ra tees ow Reais +, hs Jne ys Coupled vert",0.6304
2458,technically equipped very quickly to do one,"techni colby equipped Very quiccl, ts do one",0.1628
2459,"trade but , by being given another of the new","Rade bur, hy heiuy paver austen ah the nine,",0.4444
2460,"is processed , by high-speed listening to recorded","\S Pris cessed | Qy Kiel, — Speed Csteming ts *woselsd",0.54
2461,"skilled , obedient craftsman in no time at all .","Seitled , cedremt croftsman ih us tee of ol.",0.375
2462,to a different industry if he just gives in and,ae ee ee ay ee ee ee,0.7872
2463,"with ball , bats and wickets between","eel, wolf | Kets and wiceets Ketweem",0.3611
2464,# two sides consisting of eleven players,Sees dyes Sides Consist tog cf a players,0.5
2465,for a completely new job in less time,Len a completely uew [ee in Lass Kee,0.3243
2466,factory to becoming a paint sprayer in,A cbery ts Becoming A paint Sprayer ih,0.2368
2467,"Dictionary , is "" an open air game played",(Pp ichionssy | is ON open aru Gore eley ea,0.5122
2468,"Martyrs ! "" "" CRICKET , "" says the Oxford","Drasty7s! CRAKET"" seys he Oxherd",0.439
2469,"a ceramic factory , he can be qualified","O&O Ceramic Aectry, ha can 4a quelifired",0.3333
2470,"each . "" Not so , dear Oxford Dictionary .","tuple, Net ss haan Ondord Dick mary,",0.5476
2471,From being an assembler in an aircraft,fom stn hein am assembler ee,0.6053
2472,"than it takes to say "" Tolpuddle",Aegan tt tecas tr soy “Totpuddte,0.4062
2473,What would THEY have thought of,Wot wold THEY ave UnsuyAt f,0.3226
2474,the pitch with their optical,the pitch wit eke oeheokt,0.3929
2475,"with a theodolite , six surveyors , a ball ;","ws Ad a dresdclite, Six Surry ey oS | & folk |",0.5227
2476,You are out of date . Cricket in 1961 is played,Veu OTR ot A dete. Guicacet iy ASE js ployed,0.4468
2477,of the village stalwarts of Hambledon who,of the villope StoSicants f Hombledn we he,0.3415
2478,these civil engineers creeping about,dese vit emgweors Cree yoivep oh rut,0.5556
2479,are now the patron saints of the game !,ere WUD. Ang petri Saiuts sh He Pome |,0.5128
2480,bats and wickets between two sides . Shades,boas emes Wwiccets Od sasttals tes sides  Shalu,0.5581
2481,instruments ?,14 Kher mreMmES =,1.0
2482,on a pitch have no terrors for a good batsman with a stout,tno a put kage he verpor for a pectl Faloina. wWl a gheel,0.5345
2483,mighty six these days as rare as frostbite in summer .,eyty vi Hive digs “1 rare eo fotbite «@  ~imsna,0.5
2484,"heart , a firm grip on the willow and a hefty contempt for","heat, a fr gyo a Pe willesr ar A “fly crteyet fev",0.4483
2485,batting averages and all the statistical blight that makes a,sonia avernpee att all He rhekiftial C60 fi paler a,0.5333
2486,The village green is the real home of cricket . A couple of bumps,,1.0
2487,EICHMANN continues # to reveal the extraordinary divisions of the,LICHMANN caAnues ble pev0ect rhe cates nay Aittles of Ke,0.4923
2488,German mind . Not content with arguing that he was only an,,1.0
2489,endless massacre that led to the death of six million Jews was,aklet watlicre fat Gd te fa fehl of wx All. fetrg O7,0.5645
2490,""" decent , feasible and workable . ""","Beck, fracttle ted tockebe”",0.5833
2491,They 'll be clapping the man who plays a straight theodolite next .,Yb yyaig he ce hp pli < Magli Keodelh seul,0.6269
2492,"efficient cog in the machine , he now claims that part of the","fficted coy a. He truatinn , be weer Clalos Bel prt of",0.5246
2493,"He feels satisfaction "" from the fact that my personality had been",Aa fale rehtefactian. fron te feck Me Mg pesryrebity Kad be,0.4848
2494,"Like Dr. Globke , whom I interviewed the other day , Eichmann","Ate Or. Jebhe, sto I eheytived te Mir hey , Cel poe",0.5574
2495,Pontius Pilate who washed his hands before the multitude,,1.0
2496,said :,,1.0
2497,"saying : "" I am innocent of the blood of this just person . """,aging | dw tnsocel of kh Mood of His por pryeh”,0.5082
2498,"tested and weighed and not found wanting . "" He feels like",hilecl al ityhad awd hot fount wmtiz. Ae feel Che,0.4828
2499,""" I drew a certain solace from the fact that I did what I",‘4 fletr a chbtad. flace fro fe feet thal 4 hf whl A,0.4561
2500,when he pleads that he was only a small unit on the base,pe. Me phhade Bad te ne waly = tool uit an Me Mage,0.4821
2501,led to the top .,GA 4 /R fr.,0.75
2502,"could despite my low rank . "" Eichmann is on dangerous ground",,1.0
2503,intimate knowledge of every link in the chain of command that,,1.0
2504,at the apex . In examination he betrayed an expert and,,1.0
2505,"of the triangle that led to Hitler , Himmler , Hess and Goering","fe tiugl thet GA te filler, irrler , hace ent foerig",0.4286
2506,meticulous comprehension that could only have come from a man,,1.0
2507,selves and feel a sense of righteousness when their hands are,pelts and pak 2 terse of ryttecutten wes. Flair Lardy are,0.4426
2508,who used the system - and used it with power and authority .,he Uwpecl the Hote -~ at utecl a wl pocrs ancl auttotly,0.55
2509,The appalling thing about the Germans is that they can kid them-,A: -guoelliag: Mey: aed dh ferane © Gb My me GRE Cie!,0.6719
2510,He understood the whole apparatus with an exact and,Fe ur.sicrrnecth (tx tele eyyperibecl etl a. exack ash,0.6667
2511,red with blood .,tt uth bead.,0.5625
2512,"believed in the moral superiority of "" The New",Qielrn veo in The Wea Supevion by of Te Wi,0.4783
2513,they really believed Hitler when he screamed at,Tw c2aby Qedreyod Hitler When We screawmed at,0.3404
2514,"Czechoslovakia , Poland , Holland , Belgium and France","C2 e@chos lovaliaq, Poland , Hollaud, Reve vm aud tvauce",0.3148
2515,was an iniquitous injustice . When they burst into,WAS AW \waquitous injushce | When Yay burst ivite,0.34
2516,"thus : "" Whether nations live in prosperity or starve",WAS WW an ex Vd ous Vive (Ww pres peri by ot shave,0.5472
2517,need them as slaves to # our Kultur ; otherwise,vid ‘Von on slaves eG auc Mal bur j aw Wi Se,0.5957
2518,to death like cattle interests me only in so far as we,to dgatln like catle iutests Me ow IW SE Lear O& Wwe,0.3704
2519,it is of no interest to me .,His of Yo Wieresh te We.,0.3929
2520,They really believed that the Treaty of Versailles,Wo realy Yolieved Wrah tho ‘Treaty of Vergai Wes,0.3
2521,"Order "" which Himmler on October 4 , 1943 , expressed","Gvdex’ wmicdn Himmler on Oclober 4, A9%3, LR PVASSLOA",0.4528
2522,"them that they were being "" encircled . "" They really","Wow ‘ror Vw Ware Dreiing "" anciclad . Tuy rely",0.4906
2523,"invasion of our islands all the "" able-bodied",in Vai omn oT our wlande all thee ale deed,0.3556
2524,General Brauchitsch signed a directive,Genel Brauc—hitse signe a Avnet,0.3421
2525,This concept of slavery included Britain .,[his Conca +t of Clave—ry Inc_— lude_a S$ pithtin .,0.4524
2526,"Continent . "" The Baltic States were",ee ae ‘ 7 ae Baltae Stakes WR Fe,0.5278
2527,"ruling , be interned and dispatched to the",alin | he — inte—rne—of anal Aid pated to {he,0.4524
2528,local situation calls for an exceptional,local gituatio cally a An a xce_ptiomal,0.275
2529,ordering that after the successful,ey 4hat ap the success,0.4412
2530,"seventeen and forty-five will , unless the",Seye neem andl forty —4 We will ) Uh -@_-ane he,0.5476
2531,to have been our destination .,+ have i. OUr dest nat—n -,0.4
2532,male population between the ages of,wm ale— pojoul aT — 1% be tween The ages z,0.4571
2533,"Poland , had the Germans begun with such a",Dotand Aad Mg Germ aus Wi wit Svc @,0.4762
2534,evil word . THE Inland Revenue people have a,avi wore. THE Qulaud Po peume peap'e Uae a,0.3864
2535,themselves less disliked by their attitude,"Akon, selres sor disikod hey lhe f akhitude",0.4762
2536,to their customers - who incidentally,ho Mort cutomers — urko Incideutall,0.3784
2537,of Eichmann would have been as good as their,"pp Cowan Would dame Jeon ar 200d a, Wey",0.5
2538,"In no other conquered country , not even",Jn Mo ou Conquered coum beeg | MOE,0.5
2539,thankless task . But they do not make,Miaubc ters task . Pur Hoy do wot maka,0.4054
2540,pay their salaries .,py (Ue € Aoka +s,0.65
2541,drastic step . There is no doubt that the compatriots,direxvic dlep . There Kuo doubt Mat Ae Capea,0.4528
2542,heard a good example of their officious efficiency .,"foarel a foe acdaagle of tar prebus spewucy,",0.6154
2543,"hectoring , out-of-date language , but in spite of all","poolerond, pub -bf Cake Cauguage, fut na (pite of ol",0.4444
2544,net while they are bullying the minnows . I have just,"wh while Muy Gpe baled He puny, | howe fot",0.566
2545,a bean for the next twenty-one days .,a bein fer Mie hex falteddy- bre. lays,0.5135
2546,A young chap I know got his first job last week . He,A young Uap | eww god perch fot Good hack. be,0.5
2547,"their bluster , they let many a big fish through the","Mawr bliper, Mty Lh many a dip fal Mestipr Me",0.5385
2548,is paid monthly in arrears and will not get,yy peut polly to ayptiart tut Wl WA for,0.6512
2549,Their demands are invariably couched in,Tec Geant ape wulopally could in,0.4615
2550,"of "" Abou Ben Adhem . """,O4+ v Ao Beu Aehum. ’,0.4783
2551,come through the sugary sentiments,come Through /e Sugary eu wea,0.3529
2552,upbringing and a possible reprieve might,UpAnugiig aud a possible tepndte Wits,0.4
2553,ness . I may well have felt that I was,Mors. | Way Well Uave fe0t rat | Was,0.3421
2554,guilty interest in the devilment busi-,Mi Uy \Wwhereat Tu the clevil went busi-,0.3947
2555,"It was called "" Abou Ben Adhem and the",+ was Called “Abou beu Adhon aud Hie.,0.3421
2556,"flection , it might be that I took a",tection it mig it be Akak | took g,0.3056
2557,hell-bound under a strict Presbyterian,Nyt - Bound under a Wick Yres bytenian,0.3421
2558,"impressed with this poem but , on re-",iupressed Wilk Hits poeu but on Ae-,0.2973
2559,"Angel . "" I don't know why I was so","Ou gee"" 1 dow't Anou why | War so",0.4
2560,"of German rearmament , in opposition , to France . ""","OF German Harwanent, uw gpouhou , to Fone.”",0.4231
2561,Later that year he warned that Britain knew,fatts thor ytar tt Warntcd Moat Bnlur krw,0.4884
2562,"building bombers , and added :","builhine Gombers, anrel acoled :",0.3333
2563,the German ambassador in London was dictating,tr Yeruan awtnooader mn Lovrdon wae Attaturg,0.4222
2564,"SOME 17 years ago , in the early summer of 1934 ,","SOME At Yar AGO, WU Me tary Sumer Of 1934,",0.3878
2565,"a secret report to his chief von Papen , in Berlin .","Qa dectth red lo tin Auef vou Papin, uw Brn.",0.4615
2566,Germany was breaking the agreement to stop,Yan wir brlakiurg nu agtewirt fo sto,0.4762
2567,""" Britain is uncomfortable in her role of champion",Brhein. ts Untcomforlall. Ww ber role of champion,0.3
2568,providing the cloak for Germany to build an,Providing drz cloak qor Cemany 1% baild an,0.2326
2569,"Hoesch's reports , along with other nazi documents ,",Hoesch' 5 ports | along with other nari cocuments,0.1538
2570,"clear . At nazi Germany's request , Britain was","oor fy na Gamany’ ri 2quest, Butin LIGS",0.5319
2571,"ment in the air would be jeopardised . "" When",mani inthe air would ba yzopacised.’ When,0.2444
2572,""" Without Britain's tolerance German rearma-","""Without Brdain's tolercimece Garman taarma-",0.2273
2573,pattern of British Government connivance became,pah2m a Vrtish Govemment <Onmnence keamg,0.4255
2574,air force bigger than that of France .,Cir forcz Digger thon that ay Han.,0.2895
2575,were captured and published after the war the,wae Captoied and poblished —aier the war the,0.2
