index,ground_truth,ocr_output,cer
2046,"what , in fact , can the other Commonwealth countries",shal Il lact Cau %ke  olll (qvawealh Couheg,0.5849
2047,policy of appeasement has modified the,dlicy 9 aypeaszmeuf bua wdsfd Ih,0.4737
2048,"actions of the Nationalists . On the contrary ,",achav d Jee (ahawalisb. O Ke Co1 Hary,0.5532
2049,"The views of the Archbishop , who has",Te Mlw ) of Ha Uawsluk ulo bas,0.6216
2050,do to bring support and comfort to this gallant,ds ko ImA Supa Oud Cawkad # H galla-,0.617
2051,minority ? THERE is no evidence that the,wumty 7 Tlepe / Vd endeuce Iual Ike,0.575
2052,apartheid is being applied ever more,OpaAleid IS Vuuq applxd ZiJ lMOre,0.5556
2053,ruthlessly .,Hulllenly,0.5833
2054,step . If that is their decision they should also,Aex  IF Huals Kitr deasia Jk   Skould aljo,0.5102
2055,way left to try to bring home to the people of,Qay 4h # by t bnuj kue # K peaple,0.5652
2056,to disaster . It may be that the Commonwealth,to dsasu k Wlwu he Ilal %u CwwralX,0.5778
2057,apartheid as evil and indefensible .,#pakeid MJ Zn( ducl   (kdelinbl,0.6944
2058,Commonwealth now seems to be the only,(qulbealk hok SeeuuS t bk Ile oulv,0.5676
2059,Prime Ministers will decide against this final,Paiw tlsks Il( dliude Sgakal ks hu(,0.6304
2060,South Africa that Dr. Verwoerd is leading them,Soukl Anca Maf Jc. Vewcerd (S Laau  {ew,0.5
2061,go unequivocally on record that they regard,J6 le  quiocally OM rcord Mat Ry Leqad,0.4186
2062,The shock of expulsion from the,Te sleck q exlusiu Kaw #,0.5161
2063,"without a story or a picture or probably both ,",walluut 0 stry dv   a Kichrr 0( paball bcjk ,0.5319
2064,be able to return home claiming a triumph .,be ab tv rkuw hawe (lawwitg Q tuph,0.4419
2065,"marry Miss Worsley , hardly a day will pass","Wa tuss Dors Ly, hadly Q day hnll pass",0.3256
2066,for it again : another Royal Wedding . Between,Lr 7 aqaiu (o Ker Raval Ukeddls Bchceu,0.5652
2067,His smile will be blander than ever . WE are in,t Swle  wll be bluuder  Ilek Wk . WC Ck,0.5532
2068,"now and June , when the Duke of Kent will","how Qd duuc , ule %k Juke & Kedt 6ll",0.439
2069,about the nuptial arrangements .,abowf Yke uupha( araugeeub,0.5
2070,"Unless they do at least that , Dr. Verwoerd will","Iuluns @uq do at lecst Xaat , D Vuwterd wll",0.3542
2071,disposed to face . The real question is,M (ex 1v facc @u AU( Iwhrn,0.7436
2072,ought to run - and greater than President,bwtnt h T a/ muk nan fmun- F,0.7317
2073,advocate putting off any approach until,"nlvoea R pwrm & xKt Mr ""prrah mhx",0.6667
2074,what we should put to the Soviet,wnr w A thonA fnr t0 Me Im,0.6562
2075,Kennedy's most influential advisers seem,lnnUn '$ nbr ML mmenAak adnr] Lun,0.675
2076,Government as a basis for talks : and,"Ivurnmnini V,   W Ka, hVkn a9",0.6757
2077,of heart ( whatever that may mean ) would,Yt kut (wh+vAs nhar vM7 mat ) wonkel,0.561
2078,have us run risks greater than the West,hv& M twvy mb muk K K& Wnl,0.7692
2079,What seems certain is that those who,"whr luww , cmn~ M hr I Wn",0.7778
2080,Mr Krushchev gives evidence of a change,MA Kwnhhwv Tx Miek x a hmx,0.6154
2081,On this reading what Mr. Gollancz calls,"Oz A, Rad s mlai 1( _ (ex(ecJ Cales",0.6667
2082,a means not to destruction but to safety .,"01 MAlelcS 0/ 4 Olskuckov, Aw4 K ?aky-",0.7619
2083,the Northern Rhodesia Constitution is,Aa NUor#6enz 12 Gacs= Co-shhhoy 79,0.7027
2084,"on Northern Rhodesia does not say much ,","Northez, 2LocksiA dloxs 0 4 9e 7 Auucl",0.6
2085,it by saying that the revision would be,4/ p 1 24YA-J #aa/ Al +v'5in Iwur{u  <,0.7436
2086,much the Government tries to disguise,A16&G hee (Jsusuwes[ 1n2s A c4167<,0.8108
2087,"open to revision . This is news , however","'p~ 7k 4um507 T4, 46 evs, owux",0.6829
2088,but it says what is necessary - that,4+ ^a paY) ~le} 45 acXsfery Tle/,0.6944
2089,"cool-headed and inventive negotiation , is",Coox luacld Mc ~uleehl< 4350th6t0z 73,0.7381
2090,"manoeuvring , and what we should call",Alaholl Jriil' Aewlet ( fAou{d cae,0.6486
2091,The Government's pompous little statement,7 L jovunief '$ pepols Lmle otahuus,0.5854
2092,"this likely ; Formula Two , which appeared in June , made it","h/s @ikely; formub Tlo which apeerecl in June, made i1",0.2667
2093,"principle , that is all that need be required of it . It is a pity","pociple , thal IS a11 tholnced be requi ccl g i. # ia Dty",0.3939
2094,"Formula One , which appeared in February , appeared to make",Tfmulo One lnich appeaicol in Fepilery 0 sppcoe recl 10 mace,0.4407
2095,from this principle . It is a great pity that the,ji0m tnis pnoCiple h   iS 8 Grcot pity Jhal the,0.3673
2096,"to Mr Kaunda's reasonable representations , but to",Jo Flc Counda $ reasonebie rcpresentetions but tc,0.3
2097,that the Government should ever have been led away,thot Ihe Upicsnment Shouldl Cic( hauc   ben lcl OhalA,0.48
2098,"Government should give the appearance of responding , not","Qovtfnmen} Shauld qc Hnu 2ppcorzncc % responcling , ) not",0.4211
2099,the violence which he tried to prevent .,ne violeace which hc Anecl to pcveat,0.35
2100,very unlikely ; if Formula Three restores the original,Wry unli tely ; ' Formula Intce  IStorcs th 0nqInal,0.3704
2101,"and decisive ones ; but without it , we could not",Gnd dri*ve Cus hw Ihnw iim Clld 1ll,0.6327
2102,look for them . Federal Germany votes tomorrow,ock to tm. Fcdval #rm1-7y Vdh) tnmt,0.5652
2103,important advance . We must not be overconfident,Mpatar adbanu l hut mf 6 OVU cohd,0.625
2104,and not a day too soon . There can seldom have,and m 4 da  nz J0m Dc k9n nldor 1 han,0.6087
2105,"To be able to say "" New York next week "" is an","Ia k aric h oay ""Muw Yok nxhltk "" 15 46",0.5217
2106,and done with .,Gne ci Ml mmh,0.8
2107,that this # meeting will lead on to further,that thw 4 Mt rhj IU lkd 0 h hrtv,0.5814
2108,been an election campaign which more people,Tun an Uccho carpen hid Men Puplc,0.5581
2109,in and out of the country wanted to see over,~ 4na O 4 tnc CML1 rhywantad h O ML,0.6364
2110,if Western Governments had not been convinced,Uestern governments had ROz been Convinced,0.2
2111,the Berlin crisis . It need not have been such a burden,Le Berln Cnsis H need 22/ have been Sucl @ burden,0.2909
2112,millstone weighing down and almost paralysing their,millskone weighing dloun and olmost para Iysing lhein,0.1569
2113,efforts to work out sensible ways of dealing with,2 #Focts b UOrl Out sensible vayp o4 deoling wikG,0.3469
2114,that they must do nothing to harm even remotely Dr,Iot puy Must do nolling 6 harm eve rebtely D,0.3
2115,To Germany's Western allies the campaign has been a,1o (ecmony 6 Uestero alhen the campougn hos been,0.3137
2116,Adenauer's chances of being returned as Chancellor .,Hdenauers chancen 0/ benq returned 02 Cnancelbc,0.2885
2117,when the polling stations close .,wk- HKe ral i SLEA_= clese,0.6364
2118,many people : they too will be glad,hnz 09pC : Phj Xoo 66 -HO L€ 9 22/,0.7143
2119,But they were so convinced and they,Eo hly b e e 50 CeU? ~cect 0+6 Fez,0.6857
2120,while in Germany itself the course of,whC Sz_A 'Esel /2 & (0 FSe_ %,0.7568
2121,have had to take the consequences . Mean-,hc e Kad 2 KZe HAe cc529c? Ce 5 /Leae~,0.6098
2122,the campaign has dismayed a good,cv~paj;  K 3 4  751+499-24 2 7-84,0.9375
2123,is not yet a unitary world .,Yel 0 Ue losf Satld,0.7857
2124,truism that policies of menace and mutual disarmament,kiso ~ (Ll palicies of' K@Aace arx mulual djar= Va we (,0.4906
2125,and it is an achievement - is to make religious con-,AA V ` Ou ad eues e | i (o sake _ rekqiau CO,0.6154
2126,tact across the greatest political barrier in what,"ae across (L 9elesl polfca ( barr ,e+ M Saa)",0.48
2127,cannot be followed together . What the council has done -,Connol bz tollacea Aec S> DL_s (lal AL_ councl 6aj dore,0.5439
2128,But discussion on current points of east-west con-,"Rl discuass""a O currexA| Poi, 0 eaf ( Sest Ca",0.54
2129,"flict could not go much farther than , for example , the",flicl cala vl 99 vucl fdke #a~ For exarcple  #be,0.4821
2130,"short and modest in scope , and it is doubtful whether the other Private",shat and uodad W scopQ 1 ad it iS douutfu Whqllat tll clqr PNvale,0.4028
2131,The notification he envisages must be given at least two days before the,The nalfichan Qq envisa {Ru MusF be yivru at Seadt two dayd &etate tle,0.3611
2132,agreement is signed . To this there will be some opposition . The Bill is,"A3*eQ mqut ""8 sinad 1o ts tuqje WlQl 8 Sllq apwihau 7lu wiU i",0.6164
2133,next report from the Molony committee .,uoxt peftt fru Huq Maaly coluuttel,0.5385
2134,Members' Bills in the offing will fill all the gaps . This fact may give,Heullbr 7 BiUs W tlq 9fu; WiU fc au Hlq JapS _ Tuis fach way sik,0.5278
2135,the Government an extra excuse for counselling patience until the,tue IVQTUlql au sxha excUte kr cun ISQlq patua uuld tle,0.5692
2136,parliamentary opinion by at least allowing these Bills a fair run .,parGaululay qpineu by at ba} aucWuu4 tUQjQ Bils a Fadh FU,0.5224
2137,"however , disdain this opportunity of obtaining a useful sample of",uowquor disdatu tujs oppcrtunity sf abrajutis a u6afull  sauuplo,0.4242
2138,"Comprehensive legislation is obviously preferable . They should not ,",cquprbougivq bozishheu (s abrieua l4 preferabl 7u0 shculd uat,0.5362
2139,logical Office .,losicall QrQ,0.625
2140,Centigrade v. Fahrenheit . The fight is on . The challenger has behind,(Quhgrado V taleulluolh _ Tuq fal} is cu Tuq cuaullouser uad beluid,0.5857
2141,but also the backing of the DIRECTOR GENERAL of the Meteoro-,but also tuq bacelu? Hlq Directol GCNCRAL ef Huq Hetqoro,0.4667
2142,it not only the authority of the SECRETARY of STATE for AIR,it uct aly tuq antuary c HQQ secret#DY ef STATE fer AIR,0.4407
2143,fahrenheit the knock out . The backers of,Jclulesx beel 4ee kuock Qui Tle b aceep aL,0.6098
2144,ratures will be put in the ring together .,Acleeteo P) ebl Me {u} Re Leee Lq Lo Jexeeet,0.7619
2145,explain the advantages to the general,0x plou Leee aclvccctaqee 4o Lee Yeuet Ql,0.6216
2146,about it yesterday . The purpose is to give,Rl Qut Yeoke day le peer pexe b te 0r,0.6279
2147,"SIR GRAHAM SUTTON , however , made no bones",Srr G€AHtAY Setteu Go k_eret uacle U0 M Qeelo,0.6744
2148,public of the change .,Qee lseeo at Lke dlloeleqe,0.9091
2149,"asked to help . To begin with , both tempe-",Ow keel 4o Qslp To Juquu A 4e ball Leeuype,0.6744
2150,The press and the broadcasting authorities are,Jk Picoo Qual #e Ast oadccle @ulualilloo QQ,0.7826
2151,start if they had taken more pains to,alcke 28 Lheyi kacl 4cbeel icLl pqeeio +0,0.7568
2152,centigrade would have got off to a better,Qeeele 0^ Qcle RS) @Lecl leV & ct ot Lo Q beLlet,0.8293
2153,"however , seems a matter of the convenience","Lewe be, fee lo Q hakr o Ye canbeltence",0.5116
2154,"the measurement of temperatures . This ,",Ie measutemnent o fanp easren Tuv,0.5
2155,"to be put out for the sake of 50,000 is there",K be nnt out fr Yue falce 0 2 5-0 070 Iuere,0.4667
2156,any reason why the centigrade countries,7 Aeaa g uly Hie cenhzrade counkien,0.4359
2157,of specialists . The ordinary British man,'f Ipecialik. The orcluary Kri-sk Ma,0.3659
2158,It is true that SIR GRAHAM said there is,Jt i khe thet Sir 624#Ah Sa& IGere,0.525
2159,"at the moment "" an awful mess up "" in","bz tGe mobutat ""am awtxl Mep up",0.5135
2160,and woman is conscious of no difficulty .,an 0 10 6an L C lnf €col of no dlkcuthy,0.6098
2161,Rather than fifty million people having,Qalher lan 6+y w; lli en p ecple Latns,0.4872
2162,should not change to fahrenheit ?,Iboulol hvl canss k Yahrenlet,0.5152
2163,system of recording temperatures .,Vypdem 4C0 'durg dupoolus,0.7059
2164,public to go over to decimal coinage - in certain,pubu c Jo g ovo 4o doomal conox In   OUaou,0.4694
2165,suit their convenience - rather than to change their,Jlt   4hop   con VOnjOn €p - |ddhu Hhon  %o chong Hbuy,0.6538
2166,Even then it might be easier to persuade the British,Evo %hur   N riqtd k Jljv  Jo  puolodd  dv Judsh,0.6923
2167,have to call up the reinforcement of the Common Market .,hobu   do Qol Up   du Foxforcumurd 0] so  (ommor   Hobd,0.6607
2168,circumstances the time would come when this would,Cjl Glusd on c8 4 Hnu  Ixud Com   kohur   dhp Ipdd,0.7959
2169,strably better than the other ? The centigraders may,Jtobly   bes Hon I ou Il Ordiglodsb mOy,0.6346
2170,be in for a stiffer fight than they think . They may,bq  Ur Jor 0 Jlife Jighl dhon ~hy  Hhunb . Thy huy,0.4423
2171,Can it be shown that the one scale is demon-,Qan n 64   Jhouoh Yhdd 4h Ong  cal k doron,0.5682
2172,became very unpopular .,Xeee Ler,0.7826
2173,roped in . The only result was,Fo7eel LU 2 oj Vev~lI,0.7333
2174,that the well-meaning corporation,VA W weDQ Velx],0.8485
2175,"Once before , and that not so long ago , the",Oxue bfrey anl Le_A w{ ~0 &-] 256,0.6591
2176,"clock . Then , also , the B.B.C. were","(kocl (ke ale , (C_ k.k ( ere",0.5676
2177,"In any case , fahrenheit need not lose heart .",V O Cat& kee kA Voc w| &51e ReoA,0.7609
2178,the adoption of the twenty-four hour,ke aduw Auu c{ ple hyenky  kou Rou,0.5833
2179,authorities ganged up to alter the habits,"aulb-snls &3d 4p F aele, Ll: RakiA",0.6341
2180,of the people . That effort was to enforce,Lowk . TkaX-{fr( ~Wza Fo ekrce,0.6429
2181,the murder of Patrice Lumumba . Her,H urde-4 Pari& Luaw ~ Ca He,0.5429
2182,stands at the centre of an international,#hu aF #e CeL w~ e a 4 Icterneh'eal,0.625
2183,storm . Belgium is accused - without a,Sterm Kei9o 16 OlCC eeJ L #ojF 0,0.6842
2184,scrap of evidence - of being implicated in,8 Ctf 4 ew18llae 4 besg Llupl 0 ` caled,0.7381
2185,A BAFFLED and bewildered little country,4 3affled ~7 Geel BecaJ VicHe 265ty,0.7179
2186,"leaders are insulted , her embassies are",lea8+e 02 ncu ( (eJ her @l6ass 2 ate,0.55
2187,attacked in a score of countries .,attacLaJ 0- 408*2 4 Co6l(le >,0.6471
2188,will not admit they were wrong . So,"Lu:I 42 ( aJi ` ( #eA Ue+ 2, U5F6 1 Sd",0.8
2189,"trouble in the Congo , orders every Belgian",Tre 3 6U L #2 25J' 3tSe< 2f e Zel al,0.7442
2190,is made their scapegoat .,K LOJe #e ~ scapejec,0.6
2191,citizen to quit his country . HOUNDING,0` F32L t0 Tu:F h:c c-6ky hounping,0.7368
2192,has done more than most to stir up,La ` Deue: LSr Aau usek + 84,0.7353
2193,"In Ghana , President Nkrumah , who","E6a 1 Pi 'Da~+ Nkyach , ~S",0.6765
2194,said the Congolese could govern themselves,Sa iJ Ta Cowsela_&e 2ouiJ jevecs #ewselue,0.5714
2195,Belgium has become an international,ke(4'~ la> 6223 Zd i4 tecwaAbia(,0.7143
2196,"troubles , mourning a terrible air crash ,","trocble> , ^6 Jtwls & terri6le aly cra< hh",0.4286
2197,"Belgium , bowed down by internal",KeA . J'~ Oowe Jous 64 ~frue|,0.6875
2198,pastime . Why ? Because those who,Pastuie Sha Z2C52 Mose_~ho,0.6061
2199,larders been so well stocked .,1 ~oe < 2 €4 SbeJ eloclz,0.7667
2200,Who will speak for Belgium ? Who else but,L5ls Xfii sfecL fr KaIji~ 7 LS 8 2l12 6e,0.7073
2201,Britain . We have fought beside Belgium,prit` Uje La fyht 62  Oe Zels L~,0.5897
2202,families ! Never before have Britain's,A~~ 6ex ! NeVz Lef ~ halve 2 '(at,0.6053
2203,Britain should champion Belgium . Not,"Rc`Fae Slsv (J ~U al~frew Relg""~ Nsl",0.8108
2204,"with the careful , hooded language of diplomacy ,",L:m 6 _Al hocDe / ~Je ax & Jiel oiacy|,0.6939
2205,in two world wars . We are allies still .,LC + 6 @beIJ UIcts Ue Qte a(i:ks sk'ii,0.7073
2206,but boldly and fearlessly . It is time to,b-F betsl1 ~ &desslsJ I ` tuce,0.6098
2207,"desert her friends . HAPPY , happy",dexe+ hev Av' 2us Harpy 6 a Rty,0.6176
2208,show the world that this country does not,Sl w A Ley(J Aa #s Zsk) Oces Nol,0.6829
2209,splendid variety of goods to choose from .,Splav>J Jartchy 4 feojs 6 cleoee hve~~,0.619
2210,substantially higher last year than in 1959 .,Sl6la~a' al hs~ I~-F r~r Aa~ L (9S9,0.7111
2211,abundance . Now it is mother who,~66alce Nc F ( $ ~stlec Usl,0.6875
2212,Supplies of meat and dairy produce were,3_ 4 Pt Ia2 & + ~eel 01 Ja'j pvod~ C> Je <,0.8205
2213,Not so long ago older folk were reminding,"Nck 3 < I6 A as"" oi Jer pelk we& Teui 39",0.6098
2214,picks up recipes from # her daughter .,Fcks v p Tecpes ke 1~ 6 = Ker Oaslfec,0.6053
2215,"shortages , of the good old days of",Sh3c6al' ok 1 9e6J 3i0 Ja4 4,0.7143
2216,"Lucky , lucky housewives ! To have such a","~La1e 1v cby) Ve ulelu 42 ""To hale >uc",0.6585
2217,"young wives , # harassed by",3*50] Livzs / L_~4 harassaJ 6e,0.5926
2218,"television network , N.B.C. And hour after hour it poured out its","@erui Atyl , N.6. Axd ku 4t_ kux ^tAouulat its",0.5692
2219,"Britain today ! "" THIS is colour day , "" proclaimed the American",Butin Kssva ` l( ThIs M (lgu~ 48' Arclanel tlla Amvnlv ],0.625
2220,The dinner table is the best answer to the grumblers in,TRe dvn~ tx M tlka Ie4 lnawBA b tk Sun Q&u,0.6545
2221,programmes in bright colours . In America colour TV is five years,"ntmnys Ln ridkt &ns In Ama   (lauTV i {e""s",0.6
2222,"The B.B.C. is ready to launch a colour TV service , but the",7ko 8. 6.C. M Aadyk 6 {aunck 1 Colaux TV Ravc 1 !4 be,0.5085
2223,"old . There are already 600,000 sets in use . What about Britain ?","R . Tkex Ae ahut 600, 0o0 Rta ir kie Wa; & at Rak~",0.5758
2224,commercial TV contractors want to delay it for 10 years .,"(Mmn &_sQ TV (axtuctns Maxt 6 Uaa ik k Wo ""aua",0.6316
2225,The Government should settle this argument with two words to,Trc 6nhnnuk Mla   ttllto tla atut mitl two Nos 6,0.6
2226,by the deaths of two elderly sisters who killed themselves because,1 Hdtha % Twv Aaht 'tutou ml Aulsl tknrbrea Aeaur,0.697
2227,"Newmarket urban council , says : "" I shall always feel this as a",Nxtake afen twnul _ 1 Aeds 0 1 Anll alad Resl th 0fj 0,0.5781
2228,"they had to leave their cottage . Mr. John Crabb , clerk to","Yu4 Ad b %eune tkex Glx; ( Toln Gall-, Uek 6",0.6441
2229,the B.B.C. : - Go ahead ! ONE man beyond all others is saddened,e 6.d_ C : G 60 alleal ! ONE mir Iruand ~l ~tlu i Mdknel,0.5079
