question,reference_answer,student_answer,label,student_answer_noisy,corruption_level
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,The motor will run.,incorrect,Tme matorwill rhun.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,The light bulb will run.,correct,Tme loghtbulb whillaun.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,The light bulb will lit.,correct,Tme loghtbulb whilluit.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,It will not work.,contradictory,Ir winliotwohrk.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,It will turn on.,incorrect,Ir winlfurn ohn.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,The motor will run.,contradictory,Tme matorwill rhun.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,The light bulb will cut on.,correct,Tme loghtbulb whillsut on.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,I will start the motor and light.,correct,Iwill stittthehmotnr andlight.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,When she moves the switch to the left the light bulb will turn on.,correct,Wmen rhemoves thhe swiatch to the haftthe lightbulb witl turn on.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,The energy will keep flowing.,incorrect,Tme enesgy willkeep floawing.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,If she moves the switch to the left everything will turn on.,correct,It shesdves thhe swiatch to the hafteverything will tnrn on.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,The light will run.,correct,Tme loghtwill rhun.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,The light bulb will turn on.,correct,Tme loghtbulb whillnurnon.,0.2
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the left?,The bulb will light.,The light run.,correct,Tme loghtrun.,0.2
